,username,avg_comment_similarity,avg_toxicity,avg_reply_speed,avg_comment_time_interval,comment_intervals
33,Leznar,0.7821476203264769,0.007804288920791199,0 days 02:43:52,1 days 06:13:24,"[datetime.timedelta(seconds=26058), datetime.timedelta(seconds=2901), datetime.timedelta(seconds=339), datetime.timedelta(seconds=1811), datetime.timedelta(seconds=841), datetime.timedelta(seconds=723), datetime.timedelta(seconds=1258), datetime.timedelta(seconds=1374), datetime.timedelta(seconds=2925), datetime.timedelta(days=9, seconds=17507), datetime.timedelta(days=2, seconds=76750), datetime.timedelta(seconds=728), datetime.timedelta(days=2, seconds=57380), datetime.timedelta(days=2, seconds=36666)]"
34,azazelthegoat,0.6189404096492429,0.057057939904431504,0 days 11:52:43,3 days 16:16:46,"[datetime.timedelta(seconds=193), datetime.timedelta(seconds=44521), datetime.timedelta(seconds=9832), datetime.timedelta(days=10, seconds=79274), datetime.timedelta(seconds=258), datetime.timedelta(days=5, seconds=55200), datetime.timedelta(days=6, seconds=40879), datetime.timedelta(seconds=74592), datetime.timedelta(seconds=10432), datetime.timedelta(seconds=189), datetime.timedelta(days=11, seconds=21497), datetime.timedelta(days=15, seconds=51452), datetime.timedelta(seconds=45), datetime.timedelta(seconds=115)]"
35,robbleshaver,0.44088797326053647,0.09690982682319979,0 days 12:41:28,1 days 10:18:56,"[datetime.timedelta(seconds=890), datetime.timedelta(days=11, seconds=10326), datetime.timedelta(days=2, seconds=40254), datetime.timedelta(days=1, seconds=47400), datetime.timedelta(seconds=73596), datetime.timedelta(seconds=267), datetime.timedelta(seconds=47683), datetime.timedelta(seconds=41221), datetime.timedelta(days=2, seconds=52243), datetime.timedelta(seconds=2657), datetime.timedelta(seconds=1344), datetime.timedelta(seconds=28642), datetime.timedelta(seconds=224), datetime.timedelta(seconds=355)]"
36,manofkent79,0.6855810045883152,0.0748464087373577,0 days 03:20:50,0 days 03:02:29,"[datetime.timedelta(days=1, seconds=17698), datetime.timedelta(seconds=113), datetime.timedelta(seconds=8669), datetime.timedelta(seconds=3925), datetime.timedelta(seconds=352), datetime.timedelta(seconds=103), datetime.timedelta(seconds=272), datetime.timedelta(seconds=653), datetime.timedelta(seconds=498), datetime.timedelta(seconds=5292), datetime.timedelta(seconds=28295), datetime.timedelta(seconds=563), datetime.timedelta(seconds=380), datetime.timedelta(seconds=78)]"
37,test470,0.5488625040171351,0.1769702891469933,0 days 01:06:53,0 days 11:47:00,"[datetime.timedelta(seconds=1868), datetime.timedelta(seconds=2194), datetime.timedelta(seconds=1293), datetime.timedelta(seconds=826), datetime.timedelta(seconds=1509), datetime.timedelta(seconds=138), datetime.timedelta(seconds=191), datetime.timedelta(days=2, seconds=79807), datetime.timedelta(seconds=18740), datetime.timedelta(days=3, seconds=53968), datetime.timedelta(seconds=681), datetime.timedelta(seconds=382), datetime.timedelta(seconds=141), datetime.timedelta(seconds=149)]"
38,SexualDeth5quad,0.5855200770271878,0.11470953614528602,0 days 05:23:51,0 days 07:42:45,"[datetime.timedelta(seconds=1692), datetime.timedelta(seconds=18), datetime.timedelta(seconds=51), datetime.timedelta(seconds=204), datetime.timedelta(seconds=27889), datetime.timedelta(seconds=1622), datetime.timedelta(seconds=64823), datetime.timedelta(seconds=124), datetime.timedelta(days=3, seconds=32237), datetime.timedelta(seconds=91), datetime.timedelta(seconds=125), datetime.timedelta(seconds=119), datetime.timedelta(seconds=229), datetime.timedelta(seconds=282)]"
39,BladedDragon01,0.8456993749970514,0.039255607143665355,0 days 02:10:21,7 days 13:07:00,"[datetime.timedelta(days=16, seconds=85021), datetime.timedelta(days=3, seconds=78357), datetime.timedelta(seconds=17403), datetime.timedelta(days=3, seconds=6665), datetime.timedelta(days=66, seconds=60883), datetime.timedelta(seconds=9262), datetime.timedelta(days=1, seconds=47685), datetime.timedelta(seconds=3003), datetime.timedelta(seconds=1683), datetime.timedelta(days=13, seconds=2592), datetime.timedelta(seconds=626), datetime.timedelta(seconds=789), datetime.timedelta(seconds=1269), datetime.timedelta(seconds=238)]"
40,PVT_TT,0.47974208097376686,0.16241557909719026,0 days 17:10:33,13 days 20:22:50,"[datetime.timedelta(days=46, seconds=4696), datetime.timedelta(days=5, seconds=36743), datetime.timedelta(days=20, seconds=64568), datetime.timedelta(days=5, seconds=66275), datetime.timedelta(days=8, seconds=21340), datetime.timedelta(days=60, seconds=20003), datetime.timedelta(days=2, seconds=33302), datetime.timedelta(days=12, seconds=20555), datetime.timedelta(days=8, seconds=84704), datetime.timedelta(days=21, seconds=32093), datetime.timedelta(seconds=31551), datetime.timedelta(days=1, seconds=53675), datetime.timedelta(seconds=5303), datetime.timedelta(seconds=33970)]"
41,bub433,0.7083339941204781,0.08598189572027574,0 days 04:18:24,5 days 07:03:05,"[datetime.timedelta(days=8, seconds=72779), datetime.timedelta(days=4, seconds=34073), datetime.timedelta(days=2, seconds=15198), datetime.timedelta(days=26, seconds=665), datetime.timedelta(seconds=70134), datetime.timedelta(seconds=1158), datetime.timedelta(seconds=13905), datetime.timedelta(seconds=5815), datetime.timedelta(days=7, seconds=81123), datetime.timedelta(days=9, seconds=935), datetime.timedelta(days=6, seconds=57852), datetime.timedelta(days=5, seconds=62067), datetime.timedelta(days=2, seconds=24728), datetime.timedelta(seconds=1360)]"
42,Yak-Electrical,0.6045888293830071,0.037875806536370266,0 days 05:16:01,1 days 07:53:05,"[datetime.timedelta(days=2, seconds=70704), datetime.timedelta(seconds=24135), datetime.timedelta(seconds=41243), datetime.timedelta(seconds=8459), datetime.timedelta(days=3, seconds=22120), datetime.timedelta(seconds=136), datetime.timedelta(seconds=143), datetime.timedelta(days=1, seconds=8339), datetime.timedelta(seconds=55184), datetime.timedelta(seconds=32178), datetime.timedelta(days=4, seconds=6962), datetime.timedelta(seconds=59046), datetime.timedelta(seconds=77946), datetime.timedelta(days=3, seconds=77195)]"
